n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.2985243797302246,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,1000.0,20,0.4942924976348877,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,100.0,100,0.1184010505676269,0.4337,3244.8307,0.8659,0.9157,0.3722,2.0645,0.7222,0.7265,0.6012,0.9179,0.7265,0.482,ExKMC,2d-d31_y.zip
10,10,IMM,100.0,20,0.4533910751342773,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,inf,100,0.6240639686584473,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,inf,20,0.1976923942565918,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,NONE,1000.0,100,0.2435200214385986,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,1000.0,20,0.6383378505706787,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,100.0,100,0.6134383678436279,0.3267,2781.9996,0.9496,0.9017,0.3237,1.9802,0.6973,0.7021,0.5767,0.8973,0.7021,0.4404,ExKMC,2d-d31_y.zip
10,10,NONE,100.0,20,0.2416486740112304,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,inf,100,0.6571648120880127,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,inf,20,0.7482872009277344,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,12,IMM,1000.0,100,0.190657377243042,0.4225,3536.3034,0.7348,0.9172,0.3847,2.1026,0.7361,0.7403,0.6123,0.9359,0.7403,0.4965,ExKMC,2d-d31_y.zip
10,12,IMM,1000.0,20,0.6560583114624023,0.4225,3536.3034,0.7348,0.9172,0.3847,2.1026,0.7361,0.7403,0.6123,0.9359,0.7403,0.4965,ExKMC,2d-d31_y.zip
