n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.7660229206085205,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,1000.0,20,0.5084233283996582,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,100.0,100,0.2366855144500732,0.4343,3249.0599,0.8648,0.9157,0.3722,2.0645,0.7222,0.7265,0.6012,0.9179,0.7265,0.482,ExKMC,2d-d31_y.zip
10,10,IMM,100.0,20,0.4521150588989258,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,inf,100,0.4440000057220459,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,IMM,inf,20,0.3855910301208496,0.4206,3511.8388,0.7375,0.9169,0.3828,2.0944,0.7333,0.7375,0.6099,0.9327,0.7375,0.4946,ExKMC,2d-d31_y.zip
10,10,NONE,1000.0,100,0.2443883419036865,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,1000.0,20,0.1022353172302246,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,100.0,100,0.5488853454589844,0.327,2781.6554,0.9496,0.9017,0.3237,1.9802,0.6973,0.7021,0.5767,0.8973,0.7021,0.4404,ExKMC,2d-d31_y.zip
10,10,NONE,100.0,20,0.2711317539215088,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,inf,100,0.5390110015869141,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,10,NONE,inf,20,0.5276069641113281,0.3084,2555.3296,0.9615,0.9016,0.3332,2.0007,0.7078,0.7125,0.5826,0.9169,0.7125,0.4542,ExKMC,2d-d31_y.zip
10,12,IMM,1000.0,100,0.4612271785736084,0.4225,3536.3034,0.7348,0.9172,0.3847,2.1026,0.7361,0.7403,0.6123,0.9359,0.7403,0.4965,ExKMC,2d-d31_y.zip
10,12,IMM,1000.0,20,0.4231860637664795,0.4225,3536.3034,0.7348,0.9172,0.3847,2.1026,0.7361,0.7403,0.6123,0.9359,0.7403,0.4965,ExKMC,2d-d31_y.zip
10,12,IMM,100.0,100,0.570176362991333,0.4356,3543.358,0.7168,0.9147,0.3733,2.0694,0.7254,0.7297,0.6026,0.9248,0.7297,0.4857,ExKMC,2d-d31_y.zip
10,12,IMM,100.0,20,0.2060670852661132,0.4225,3536.3034,0.7348,0.9172,0.3847,2.1026,0.7361,0.7403,0.6123,0.9359,0.7403,0.4965,ExKMC,2d-d31_y.zip
